Subtitle Text Raw,Subtitle Text Clean,Subtitle Text,Start Time,End Time,Video Title,YouTube ID
interestingly ml is also an element of,interestingly ml is also an element of,interestingly ml is also an element of,00:06:30.800,00:06:35.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
artificial intelligence,artificial intelligence,artificial intelligence,00:06:33.680,00:06:38.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
so the first step is data gathering and,so the first step is data gathering and,so the first step is data gathering and,00:06:35.680,00:06:40.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data transformation,data transformation,data transformation,00:06:38.160,00:06:42.319,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
this step basically comes under data,this step basically comes under data,this step basically comes under data,00:06:40.000,00:06:43.520,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
science,science,science,00:06:42.319,00:06:45.600,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data transformation is the process of,data transformation is the process of,data transformation is the process of,00:06:43.520,00:06:47.759,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
converting data from one format or,converting data from one format or,converting data from one format or,00:06:45.600,00:06:50.080,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
structure into another format or,structure into another format or,structure into another format or,00:06:47.759,00:06:51.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
structure,structure,structure,00:06:50.080,00:06:53.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data transformation is important to,data transformation is important to,data transformation is important to,00:06:51.199,00:06:55.759,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
activities such as data management and,activities such as data management and,activities such as data management and,00:06:53.199,00:06:57.759,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data integration,data integration,data integration,00:06:55.759,00:06:59.759,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
after gathering data we would want to,after gathering data we would want to,after gathering data we would want to,00:06:57.759,00:07:02.000,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
use the data to make predictions and,use the data to make predictions and,use the data to make predictions and,00:06:59.759,00:07:04.319,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
derive insights in order to get,derive insights in order to get,derive insights in order to get,00:07:02.000,00:07:06.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
predictions out of the data set we use,predictions out of the data set we use,predictions out of the data set we use,00:07:04.319,00:07:08.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning techniques such as,machine learning techniques such as,machine learning techniques such as,00:07:06.880,00:07:11.599,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
supervised learning or unsupervised,supervised learning or unsupervised,supervised learning or unsupervised,00:07:08.639,00:07:14.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning on an overview level supervised,learning on an overview level supervised,learning on an overview level supervised,00:07:11.599,00:07:16.639,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
and unsupervised learning are the,and unsupervised learning are the,and unsupervised learning are the,00:07:14.800,00:07:18.960,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
machine learning techniques used to,machine learning techniques used to,machine learning techniques used to,00:07:16.639,00:07:21.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
extract predictions from a given data,extract predictions from a given data,extract predictions from a given data,00:07:18.960,00:07:22.400,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
set,set,set,00:07:21.199,00:07:24.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
now you must be thinking where deep,now you must be thinking where deep,now you must be thinking where deep,00:07:22.400,00:07:27.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning comes into the picture,learning comes into the picture,learning comes into the picture,00:07:24.880,00:07:29.840,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
deep learning is a subfield of machine,deep learning is a subfield of machine,deep learning is a subfield of machine,00:07:27.199,00:07:32.800,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
learning involved with algorithms,learning involved with algorithms,learning involved with algorithms,00:07:29.840,00:07:35.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
it uses artificial neural networks which,it uses artificial neural networks which,it uses artificial neural networks which,00:07:32.800,00:07:37.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
are modeled on the structure and,are modeled on the structure and,are modeled on the structure and,00:07:35.680,00:07:39.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
performance of neurons in the human,performance of neurons in the human,performance of neurons in the human,00:07:37.199,00:07:40.560,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
brain,brain,brain,00:07:39.199,00:07:42.880,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
deep learning is most effective when,deep learning is most effective when,deep learning is most effective when,00:07:40.560,00:07:45.199,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
there isn't a clear structure to the,there isn't a clear structure to the,there isn't a clear structure to the,00:07:42.880,00:07:46.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
data,data,data,00:07:45.199,00:07:48.160,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
that you can just exploit and build,that you can just exploit and build,that you can just exploit and build,00:07:46.160,00:07:49.680,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
features around,features around,features around,00:07:48.160,00:07:52.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
now the next step in the flow diagram is,now the next step in the flow diagram is,now the next step in the flow diagram is,00:07:49.680,00:07:54.240,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE
