Start Time,End Time,Subtitle Text Raw,Video Title,YouTube ID,Subtitle Text Clean,Subtitle Text
00:37:29.760,00:37:34.960,neuron in the network that's all,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,neuron in the network that's all,neuron in the network that's all
00:37:32.400,00:37:37.760,training of neural network consists of,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,training of neural network consists of,training of neural network consists of
00:37:34.960,00:37:40.960,finding the optimal values of the,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,finding the optimal values of the,finding the optimal values of the
00:37:37.760,00:37:44.800,weights and biases so that the accuracy,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,weights and biases so that the accuracy,weights and biases so that the accuracy
00:37:40.960,00:37:47.040,is maximum all right so with that we,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,is maximum all right so with that we,is maximum all right so with that we
00:37:44.800,00:37:51.800,come to the end of the session we all,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,come to the end of the session we all,come to the end of the session we all
00:37:47.040,00:37:51.800,have a great day thank you very much,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,have a great day thank you very much,have a great day thank you very much
00:37:53.839,00:37:57.359,hi there if you like this video,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,hi there if you like this video,hi there if you like this video
00:37:55.680,00:38:00.000,subscribe to the simply learn youtube,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,subscribe to the simply learn youtube,subscribe to the simply learn youtube
00:37:57.359,00:38:02.160,channel and click here to watch similar,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,channel and click here to watch similar,channel and click here to watch similar
00:38:00.000,00:38:05.480,videos turn it up and get certified,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,videos turn it up and get certified,videos turn it up and get certified
00:38:02.160,00:38:05.480,click here,what is deep learning introduction to deep learning deep learning tutorial simplilearn,FbxTVRfQFuI,click here,click here
00:00:02.590,00:00:12.400,[Music],introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,[music],[music]
00:00:10.160,00:00:16.200,introduction of artificial intelligence,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,introduction of artificial intelligence,introduction of artificial intelligence
00:00:12.400,00:00:16.200,and machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,and machine learning,and machine learning
00:00:16.640,00:00:21.680,by the end of this lesson you will be,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,by the end of this lesson you will be,by the end of this lesson you will be
00:00:18.480,00:00:23.519,able to define artificial intelligence,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,able to define artificial intelligence,able to define artificial intelligence
00:00:21.680,00:00:26.880,describe the relationship between,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,describe the relationship between,describe the relationship between
00:00:23.519,00:00:29.439,artificial intelligence and data science,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,artificial intelligence and data science,artificial intelligence and data science
00:00:26.880,00:00:31.119,define machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,define machine learning,define machine learning
00:00:29.439,00:00:33.440,describe the relationship between,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,describe the relationship between,describe the relationship between
00:00:31.119,00:00:35.760,machine learning artificial intelligence,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,machine learning artificial intelligence,machine learning artificial intelligence
00:00:33.440,00:00:37.760,and data science,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,and data science,and data science
00:00:35.760,00:00:38.960,describe different machine learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,describe different machine learning,describe different machine learning
00:00:37.760,00:00:41.200,approaches,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,approaches,approaches
00:00:38.960,00:00:43.360,identify the applications of machine,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,identify the applications of machine,identify the applications of machine
00:00:41.200,00:00:45.280,learning,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,learning,learning
00:00:43.360,00:00:48.480,let's understand how the field of,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's understand how the field of,let's understand how the field of
00:00:45.280,00:00:50.640,artificial intelligence emerged,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,artificial intelligence emerged,artificial intelligence emerged
00:00:48.480,00:00:52.640,let's first understand the reason behind,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,let's first understand the reason behind,let's first understand the reason behind
00:00:50.640,00:00:54.719,the emergence of a.i,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,the emergence of a.i,the emergence of a.i
00:00:52.640,00:00:57.039,data economy is one of the factors,introduction to artificial intelligence what is ai artificial intelligence tutorial simplilearn,SSE4M0gcmvE,data economy is one of the factors,data economy is one of the factors
